CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,OriginalSourceofCellLine,Characteristics,GrowthMedium,Supplements,FreezingMedium,DoublingTimefromVendor,DoublingTimeCalculatedhrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,NameAstra
COLO678_LARGE_INTESTINE,-350,"COLO-678",metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,69,<undefined>,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,DSMZ,"round or spindle - shaped adherent cells growing as monolayer","90% RPMI 1640 + 10% h.i. FBS","N/A",NaN,~  60-70 hrs,NaN,colorectal,colorectal,Colorectal:Carcinoma,104.598553,COAD/READ,
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-301,"LAMA-84",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,<undefined>,29,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, round to polymorph cellsgrowing in suspention, some cells areloosely adherent","90% RPMI 1640 +10% h. i. FBS","NA",NaN,~  50 hrs,NaN,CML,CML,Leukemia:CML,107.9394111,LCML,
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-920,"CML-T1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,<undefined>,36,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"single, round cells insuspension","90 % Iscove's MDMD or RPMI 1640 + 10% h.i. FBS","N/A",NaN,~  48-60 hrs,NaN,CML,CML,Leukemia:CML,383.5382966,LCML,
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-38,"EHEB",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,female,<undefined>,69,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"lymphoblastoid, round to polygonal, single or clustered cells in suspention","90% RPMI 1640 +10% h.i.FBS","N/A",NaN,~  50-70 hrs,176,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,59.02873727,CLL,
CAL54_KIDNEY,-457,"CAL-54",metastasis,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,<undefined>,75,<undefined>,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"epitheloid, adherent cells growing in monolayers","85% Dulbecco's MEM +15% h.i.FBS","4 mM L-glutamine, 1 mM sodium puruvate, 0.4 ug/ml hydrocortisone, 10 ng/ml EGF",10,~  72 hrs,NaN,kidney,kidney,Kidney:Carcinoma,106.5512635,KIRC,
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-432,"BV-173",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,<undefined>,45,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"SUSPENSION ( small round cells, slow to grow)","RPMI-1640+20% FBS","2mM L-Glutamine",10,<undefined>,100.6,CML,CML,Leukemia:CML,119.0742413,LCML,
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-56,"DOHH-2",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,<undefined>,60,<undefined>,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"cells grow as sinngle cells or in clumps in suspention","90% RPMI + 10% h.i.FBS","N/a",NaN,~  40 hrs,119.2,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,86.31442483,DLBC,
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-198,"EOL-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,<undefined>,33,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"(relatively small) round cells growing in suspention, singly or in small clusters","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  60 hrs,64.5,AML,AML,Leukemia:AML,93.78945683,LAML,
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-938,"NALM-6",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,<undefined>,19,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, small, round cells in suspention","90% RPMI 1640 +10% h. i. FBS","NA",NaN,~  36 hrs,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,470.0581531,ALL,
VMCUB1_URINARY_TRACT,-545,"VM-CUB1",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","DMEM +10%FBS","NA",0.05,<undefined>,63.3,urinary_tract,urinary_tract,Bladder:Carcinoma,98.84264251,BLCA,VMCUB1
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-204,"LP-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,<undefined>,56,<undefined>,<undefined>,Caucasian,<undefined>,multiple_myeloma,CCLE,HSRRB,"Supsension","IMDM + 20% FBS","NA",5,<undefined>,127.7,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,90.81465525,MM,
LXF289_LUNG,-787,"LXF-289",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,63,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"adherent epithelial-like growing as monolayer","Hams F10+10% FBS","NA",5,50 hrs,63.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,187.3366314,LUAD,
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1129,"MONO-MAC-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,<undefined>,64,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, round/multiformed cells in suspention","90% RPMI 1640 +10% h. i. FBS","2mM L- glutamine+1x non-essential amino acids+1mM sodium pyruvate",NaN,~  30-50 hrs,77.9,AML,AML,Leukemia:AML,93.81800176,LAML,
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-218,"PL-21",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M3,NS,male,<undefined>,24,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"single cells in suspention; cells have a rather monoblastic morphology  without the typical APL granules","80% RPMI 1640 +20% h.i. FBs","NA",NaN,~ 50 hrs,72.8,AML,AML,Leukemia:AML,141.5984896,LAML,
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-937,"PF-382",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,<undefined>,6,<undefined>,<undefined>,Caucasian,pleura,TALL,CCLE,DSMZ,"single, round to oval cells in suspention","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  70 hrs,NaN,T-cell_ALL,T-cell_ALL,Leukemia:ALL,514.4327731,ALL,
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-462,"NALM-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,<undefined>,3,<undefined>,<undefined>,African_american,<undefined>,<undefined>,CCLE,DSMZ,"small, single, round cells in suspention","80-90% RPMI 1640 +10-20% h. i. FBS","NA",NaN,~  48 hrs,NaN,CML,CML,Leukemia:CML,130.1010779,LCML,
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-113,"OCI-AML2",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,<undefined>,65,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, round to oval cells  in suspention","80-90% RPMI 1640 +10-20% h. i. FBS","NA",NaN,~ 30-50 hrs,NaN,AML,AML,Leukemia:AML,102.9637208,LAML,
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-32,"MHH-CALL-3",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,<undefined>,11,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single,relatively small round cells growing in suspention","80% RPMI 1640 + 20% h. i. FBS","NA",NaN,~  120 hrs,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,76.82971012,ALL,
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-326,"JURL-MK1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,<undefined>,73,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"round cells growing singly or in small clusters in suspention","90% RPMI1640 +10%h.i. FBS","NA",NaN,~  48 hrs,NaN,CML,CML,Leukemia:CML,99.11920898,LCML,
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-65,"OCI-AML5",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,<undefined>,77,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"round cells growing singly or in clumps in suspention","70% alpha-MEM + 20% h. i. FBS","10% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10ng/ml GM-CSF",NaN,~  30-50 hrs,NaN,AML,AML,Leukemia:AML,86.42270075,LAML,
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-101,"KE-37",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,<undefined>,27,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"<undefined>","<undefined>","<undefined>",NaN,25 hrs,NaN,leukemia_other,leukemia_other,Leukemia:ALL,90.43769726,ALL,
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-241,"JK-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,<undefined>,62,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"round single cells growing in suspention (cell pellet shows dedish color hemoglobin)","80% RPMI 1640 +20% h.i.FBS","NA",NaN,~  50 hrs,NaN,CML,CML,Leukemia:CML,122.7622018,LCML,
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-398,"RI-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,female,<undefined>,57,<undefined>,<undefined>,Caucasian,<undefined>,b_cell_non_hodgkin_lymphoma,CCLE,DSMZ,"large round cells growing in suspention","90% RPMI 1640 +10% h.i. FBS","NA",NaN,~  48-72 hrs,NaN,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,124.7637218,DLBC,
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-315,"KARPAS-422",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,<undefined>,73,<undefined>,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"supension","RPMI-1640 + 20% FBS","NA",10,<undefined>,58.5,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,108.0711108,DLBC,
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-806,"L-540",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,female,<undefined>,20,<undefined>,<undefined>,Caucasian,bone_marrow,<undefined>,CCLE,DSMZ,"round cells growing singly in suspention","80% RPMI 1640 + 20% h. i. FBS","NA",NaN,~  70 hrs,NaN,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,189.6209433,NA,
CAL78_BONE,-516,"CAL-78",primary,bone,NS,NS,NS,chondrosarcoma,dedifferentiated,NS,NS,male,<undefined>,76,<undefined>,<undefined>,Caucasian,<undefined>,chondrosarcoma,CCLE,DSMZ,"Adherent fibroblast, extremely slow. A lot of debris present","RPMI+20%FBS","NA",10,240hrs,117.7,chondrosarcoma,chondrosarcoma,Bone:Sarcoma_Chondro,104.7531753,SARC,
HDQP1_BREAST,-643,"HDQ-P1",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,50,caucasian,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,DSMZ,"adherent monolayers","DMEM+10% FBS","NA",5,72hrs,63,breast,breast,Breast:Carcinoma,148.6957261,BRCA,HDQP1
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-156,"MHH-CALL-4",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,<undefined>,10,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"single, round cells growing in suspention, partly in clusters","80% RPMI 1640 + 20% h. i. FBS","NA",NaN,~  80-100 hrs,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,82.3890816,ALL,
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-492,"MUTZ-5",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,<undefined>,26,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"SUSPENSION","RPMI-1640 +20% FBS","NA",5,<undefined>,279.2,B-cell_ALL,B-cell_ALL,Leukemia:ALL,130.1232045,ALL,
ONCODG1_OVARY,-13,"ONCO-DG-1",metastasis,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,60,caucasian,<undefined>,Caucasian,ascites,ovarian_cancer,CCLE,DSMZ,"<undefined>","<undefined>","<undefined>",5,<undefined>,54.7,ovary,ovary,Ovary:Carcinoma,76.722086,OV,
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-267,"HDLM-2",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,<undefined>,74,<undefined>,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"SUSPENSION","RPMI-1640+ 10% FBS","NA",5,<undefined>,126.8,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,NaN,NA,
CAL29_URINARY_TRACT,-142,"CAL-29",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,<undefined>,80,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","DMEM +10 %FBS","NA",5,<undefined>,82.5,urinary_tract,urinary_tract,Bladder:Carcinoma,66.73799006,BLCA,
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1106,"KOPN-8",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,pediatric,0.25,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"single round rather small cells growing in suspention","90% RPMI 1640 +10% h. i. FBS","NA",NaN,~  48 hrs,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,233.7822526,ALL,
SCLC21H_LUNG,-659,"SCLC-21H",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,46,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"growing in suspention in mall or very big clusters(sheets)- cells are not adherent","90% Dulbecco's MEM (4.5g/L glucose) + 10% h.i. FBS","NA",NaN,~  2 days,NaN,lung_small_cell,lung_small_cell,Lung:SCLC,163.6472921,SCLC,
CALU3_LUNG,-392,"Calu-3",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,25,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,107.5576589,LUAD,CALU3
NCIH1435_LUNG,-852,"NCI-H1435",primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,<undefined>,35,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent, single cells loosely attached","RPMI 1640+10%FBS","NA",5,<undefined>,81.4,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,227.3039762,LUAD,
NCIH2009_LUNG,-886,"NCI-H2009",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,68,caucasian,<undefined>,Caucasian,lymph_node,lung_cancer,CCLE,ATCC,"<undefined>","DMEM:HAM's F12  1:1  +5% FBS","0.005 mg/ml Insulin, 0.01 mg/ml transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 1 mM L-glutamine",5,<undefined>,53.7,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,295.7446546,LUAD,NCIH2009
NCIH1869_LUNG,-894,"NCI-H1869",metastasis,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,58,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"Adherent","RPMI 1640+10%FBS","NA",5,<undefined>,207.3,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,425.9997682,LUSC,NCIH1869
HS852T_SKIN,-274,"Hs 852.T",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,<undefined>,"ADHRENT EPITHELIAL","DMEM+10% FBS","NA",5,<undefined>,74.3,melanoma,melanoma,Skin:Melanoma,127.6629264,SKCM,
HCC1419_BREAST,-277,"HCC1419",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,42,<undefined>,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,breast,breast,Breast:Carcinoma,95.68871956,BRCA,
BT483_BREAST,-818,"BT-483",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,medullary,NS,female,<undefined>,23,caucasian,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,ATCC,"Adherent epithelial","RPMI-1640 + 20% FBS","0.01 mg/ml bovine insulin",5,<undefined>,206.3,breast,breast,Breast:Carcinoma,178.1897318,BRCA,
HS281T_FIBROBLAST,-83,"Hs 281.T",primary,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,37,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,breast,fibroblast_like,NA,80.65809322,NA,
HS934T_FIBROBLAST,-194,"Hs 934.T",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,<undefined>,58,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent","DMEM +10 %FBS","4.5g/L glucose +1.5 g/Lsodium bicarbonate",5,<undefined>,149.9,melanoma,fibroblast_like,Skin:Melanoma,104.7757336,SKCM,
HCC4006_LUNG,-66,"HCC4006",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,ATCC,"Adherent epithelial","RPMI-1640 + 10% FBS","NA",5,<undefined>,108.7,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,89.30922036,LUAD,
HCC1428_BREAST,-352,"HCC1428",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,49,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,ATCC,"Adherent; large epithelial cells with occasional vacuole formation","RPMI-1640+10% FBS","NA",5,<undefined>,81.4,breast,breast,Breast:Carcinoma,102.3734306,BRCA,
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-74,"KU812",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,Ph_positive,NS,male,<undefined>,38,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,CML,CML,Leukemia:CML,91.91227013,LCML,
SHP77_LUNG,-790,"SHP-77",primary,lung,left_upper_lobe,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,54,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"mixed","RPMI-1640 + 10% FBS","NA",5,<undefined>,61.6,lung_small_cell,lung_small_cell,Lung:SCLC,171.4584855,SCLC,SHP77
TE441T_SOFT_TISSUE,-772,"TE 441.T",primary,soft_tissue,striated_muscle,NS,NS,rhabdomyosarcoma,NS,NS,NS,female,<undefined>,14,african_american,<undefined>,African_american,<undefined>,<undefined>,CCLE,ATCC,"Mixed","DMEM+10%FBS","NA",5,<undefined>,257.6,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,152.0671211,SARC,
NB1_AUTONOMIC_GANGLIA,-804,"NB-1",metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,male,<undefined>,2,<undefined>,<undefined>,Asian,lymph_node,neuroblastoma,CCLE,<undefined>,"Adherent","<undefined>","<undefined>",5,<undefined>,37.5,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,209.2744565,NB,
HS274T_FIBROBLAST,-134,"Hs 274.T",primary,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,66,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Supsension","DMEM + 10% FBS","NA",5,<undefined>,NaN,breast,fibroblast_like,NA,NaN,NA,
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-140,"Pfeiffer",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"suspension, lymphoblast","RPMI-1640 + 10% FBS","NA",5,<undefined>,34.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,107.2860755,DLBC,
ZR7530_BREAST,-828,"ZR-75-30",metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,47,african_american,<undefined>,African_american,ascites,breast_cancer,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,110 hrs,NaN,breast,breast,Breast:Carcinoma,175.8765413,BRCA,
HS863T_FIBROBLAST,-119,"Hs 863.T",primary,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,female,<undefined>,5,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent","DMEM +10 %FBS","4.5g/L glucose +1.5 g/Lsodium bicarbonate",5,<undefined>,175.9,Ewings_Sarcoma,fibroblast_like,Bone:Sarcoma_Ewing,93.18150052,SARC,
NCIH841_LUNG,-292,"NCI-H841",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,51,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,<undefined>,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,40.5,lung_small_cell,lung_small_cell,Lung:SCLC,131.4714216,SCLC,
HS821T_FIBROBLAST,-526,"Hs 821.T",primary,bone,NS,NS,NS,giant_cell_tumour,NS,NS,NS,female,<undefined>,31,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,giant_cell_tumour,fibroblast_like,NA,129.9112801,NA,
NCIH1944_LUNG,-414,"NCI-H1944",metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,<undefined>,62,caucasian,<undefined>,Caucasian,soft_tissue,<undefined>,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,70.1,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,111.6303064,LUAD,
NCIH2405_LUNG,-121,"NCI-H2405",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,47,caucasian,<undefined>,Caucasian,ascites,<undefined>,CCLE,<undefined>,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,99.09336648,LUAD,
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-233,"DEL",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,NS,NS,NS,male,<undefined>,12,<undefined>,<undefined>,Caucasian,pleura,<undefined>,CCLE,DSMZ,"Grows often in cluster in suspention, most cells are polygonal ( some cells are round)","90% RPMI 1640 +10% h.i.FBS","N/A",NaN,~  30 hrs,81.1,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,105.7726022,NA,
BEN_LUNG,-603,"BEN",metastasis,lung,NS,NS,NS,carcinoma,NS,NS,NS,male,<undefined>,71,<undefined>,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,DSMZ,"Adherent, epitheloid cells growing in monolayers","90% Dulbecco'sMEM(4.5g/l glucose) +10% h.i.FBS","NA",10,~  40-50 hrs,58.8,lung_NSC,lung_NSC,Lung:Others,138.0393183,UNABLE TO CLASSIFY,
COLO320_LARGE_INTESTINE,-202,"COLO-320",primary,large_intestine,colon,sigmoid,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,55,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"undifferentiated, round cells in suspension and loosely adherent in  monolayers","90% RPMI 1640 + 10% h.i. FBS","N/A",NaN,~  38 hrs,NaN,colorectal,colorectal,Colorectal:Carcinoma,86.85764298,COAD/READ,
